Event ID,Event time,User name,Event name,Resource type,Resources,AWS access key,AWS region,Error code,Source IP address
c8378a98-ec7b-4041-b4a0-8d42ffde263d,"2020-08-04, 10:16:07 AM",CloudTrail,GetBucketVersioning,,,,us-east-2,AccessDenied,212.103.48.115
f060bedd-fc70-4072-9acd-49fd9f57fe9f,"2020-08-04, 10:16:07 AM",CloudTrail,GetBucketPublicAccessBlock,,,,us-east-2,AccessDenied,212.103.48.115
1120ff32-d32b-4383-a9fd-d379733b0d93,"2020-08-04, 10:16:06 AM",CloudTrail,GetBucketPublicAccessBlock,,,,us-east-2,AccessDenied,212.103.48.115
50b32257-2076-4b56-971a-726a815348e1,"2020-08-04, 10:16:06 AM",CloudTrail,GetBucketEncryption,,,,us-east-2,AccessDenied,212.103.48.115
6e8a2c21-df78-4c68-a371-b4453e4fed96,"2020-08-04, 10:16:06 AM",CloudTrail,GetAccountPublicAccessBlock,,,,us-east-2,AccessDenied,212.103.48.115
71b4e4ec-17a5-4b8e-9548-ff20eb6b6c41,"2020-08-04, 10:16:06 AM",CloudTrail,GetAccountPublicAccessBlock,,,,us-east-2,AccessDenied,212.103.48.115
8f902ef5-8dfc-4f47-b8ff-b9b2f3f37495,"2020-08-04, 10:16:06 AM",CloudTrail,GetBucketVersioning,,,,us-east-2,AccessDenied,212.103.48.115
eea357f2-223e-4676-933f-fc252f1199b3,"2020-08-04, 10:16:06 AM",CloudTrail,GetBucketPublicAccessBlock,,,,us-east-2,AccessDenied,212.103.48.115
0a800683-c4d2-44de-99f1-c2183918d70a,"2020-08-04, 10:16:05 AM",CloudTrail,GetBucketPublicAccessBlock,,,,us-east-2,AccessDenied,212.103.48.115
23f62ee8-3520-40b2-9652-2ce0dcc3c74a,"2020-08-04, 10:16:05 AM",CloudTrail,GetBucketEncryption,,,,us-east-2,AccessDenied,212.103.48.115
7a6315b9-26db-4e6b-b20a-6f011b6bd8ed,"2020-08-04, 10:16:05 AM",CloudTrail,GetBucketPublicAccessBlock,,,,us-east-2,AccessDenied,212.103.48.115
91cbba7a-6a12-48e5-89b5-29a91f983cde,"2020-08-04, 10:16:05 AM",CloudTrail,GetBucketVersioning,,,,us-east-2,AccessDenied,212.103.48.115
b4075171-c6f8-4b31-a907-5c1d16877376,"2020-08-04, 10:16:05 AM",CloudTrail,GetAccountPublicAccessBlock,,,,us-east-2,AccessDenied,212.103.48.115
ee35e097-484d-49dc-861d-cd176eadc910,"2020-08-04, 10:16:05 AM",CloudTrail,GetAccountPublicAccessBlock,,,,us-east-2,AccessDenied,212.103.48.115
494a5dc1-9a31-4a1f-8f91-ccee436d89dc,"2020-08-04, 10:16:04 AM",CloudTrail,GetBucketPublicAccessBlock,,,,us-east-2,AccessDenied,212.103.48.115
f25ac339-db5f-4751-a03e-24550a857d54,"2020-08-04, 10:16:04 AM",CloudTrail,GetAccountPublicAccessBlock,,,,us-east-2,AccessDenied,212.103.48.115
391114cb-992d-411c-b8c4-dd2d533c4baf,"2020-08-04, 10:16:03 AM",CloudTrail,GetBucketVersioning,,,,us-east-2,AccessDenied,212.103.48.115
6107506d-d405-40be-8ee2-23a2aae852e8,"2020-08-04, 10:16:03 AM",CloudTrail,GetBucketPublicAccessBlock,,,,us-east-2,AccessDenied,212.103.48.115
c3ba5086-4af6-4cba-9662-d7ec0a2d7691,"2020-08-04, 10:16:03 AM",CloudTrail,GetBucketEncryption,,,,us-east-2,AccessDenied,212.103.48.115
ea462fff-0116-49f0-bfdf-5d36a6df1ec9,"2020-08-04, 10:16:03 AM",CloudTrail,GetAccountPublicAccessBlock,,,,us-east-2,AccessDenied,212.103.48.115
49f6ef91-e623-4998-8219-cd06b14fb9be,"2020-08-04, 10:16:02 AM",CloudTrail,GetBucketPublicAccessBlock,,,,us-east-2,AccessDenied,212.103.48.115
34e69721-ed7a-469d-92fc-ef43d04a1cb6,"2020-08-04, 10:16:01 AM",CloudTrail,GetAccountPublicAccessBlock,,,,us-east-2,AccessDenied,212.103.48.115
682e0d8c-9996-4b94-bb0b-807eb6cad263,"2020-08-04, 10:16:01 AM",CloudTrail,GetAccountPublicAccessBlock,,,,us-east-2,AccessDenied,212.103.48.115
a876f240-834f-449f-925e-31748fec7082,"2020-08-04, 10:16:01 AM",CloudTrail,GetBucketVersioning,,,,us-east-2,AccessDenied,212.103.48.115
